HOSPITAL NAME,CITY,AREA,ADDRESS,DOCTORS,CONTACT
Health Street Clinic,Lahore,Dha Phase 5,"Health Street Clinic, 144/4 -B Bankers Society Kamahan Roundabout, Dha Phase 5, Lahore",4,0346 1375935
Halcyon Medical Center,Lahore,Dha Phase 5,"Halcyon Medical Center, Plaza No 16- Cca Next To Al-Fatah, Dha Phase 5, Lahore",2,3041111941
Integrated Medical Hospital,Lahore,Dha Phase 5,"Integrated Medical Hospital, Sector F Phase 5 D.H.A, Dha Phase 5, Lahore",1,4237178904
Hameed Latif Medical Center,Lahore,Dha Phase 5,"Hameed Latif Medical Center, Cca, Street 20, Dha Phase 5, Lahore",3,3324573972
Hameed Latif Hospital .,Lahore,Dha Phase 5,"Hameed Latif Hospital ., D.H.A Phase 5, Dha Phase 5, Lahore",3,3111222398
Asghar Polyclinic N Pharmacy,Lahore,Dha Phase 5,"Asghar Polyclinic N Pharmacy, Sector D Phase 5 D.H.A, Dha Phase 5, Lahore",1,3111222398
Skin Oasis Hospital,Lahore,Dha Phase 5,"Skin Oasis Hospital, 16-A Commercial Area, Sector A, Dha Phase 5, Lahore",-,0335 4182228
Tooth Care Dental Practice And Implant Centre,Lahore,Dha Phase 5,"Tooth Care Dental Practice And Implant Centre, Cca, Plaza 78, Street 6, Above 2Nd Cup Cafe, Dha Phase 5, Lahore",1,3090881010
Australian Polyclinic (Breathing And Sleep Centre) Dr Sarwar Chaudhry (Pulmonologist And Sleep Physician) Dr Sadaf Sarwar,Lahore,Dha Phase 5,"Australian Polyclinic (Breathing And Sleep Centre) Dr Sarwar Chaudhry (Pulmonologist And Sleep Physician) Dr Sadaf Sarwar, 19 Cca First Floor, Phase 5 D.H.A, Dha Phase 5, Lahore",1,3110573333
Lits Lahore Intervention And Therapy Services Hospital,Lahore,Dha Phase 5,"Lits Lahore Intervention And Therapy Services Hospital, Plot J 4, Sector J Phase 5 D.H.A, Lahore, Punjab, Dha Phase 5, Lahore",1,3020446926
Clinic South Central Health Care,Lahore,Dha Phase 5,"Clinic South Central Health Care, Tp12 1St Floor Block C Mall Square Appts Zamzama, Dha Phase 5, Lahore",1,3332115910
Hameed Latif Medicle Centre,Lahore,Dha Phase 5,"Hameed Latif Medicle Centre, Dha Phase 5 Opposite Penta Square, Dha Phase 5, Lahore",-,3214231343
Kishmish Aesthetics Hospital,Lahore,Dha Phase 5,"Kishmish Aesthetics Hospital, Plot # C 73 Phase 5C Block # Cca Dha Lahore, Dha Phase 5, Lahore",1,042-32591432
Medcrest Health Care Centre,Lahore,Dha Phase 5,"Medcrest Health Care Centre, 41 Cca ,Back Of Jalal Sons, Above Askri Bank, Dha Phase 5, Lahore",-,3324631041
Medilink Dental Asthetic Hospital,Lahore,Dha Phase 5,"Medilink Dental Asthetic Hospital, Rehabilitation Center Dha Phase 5,17 A Block, Dha Phase 5, Lahore",-,3324791321
Pak Wellness Medical Center,Lahore,Dha Phase 5,"Pak Wellness Medical Center, 12-A Commercial Plaza, Sui Gas Society Phase-1, Adjacent Dha Phase-5, Dha Phase 5, Lahore",2,0
Shapes Fitness Center,Lahore,Dha Phase 5,"Shapes Fitness Center, 13 Street 13, Sector G, Dha Phase 5, Lahore",-,(042) 37177961
Zakirs Clinic,Lahore,Dha Phase 5,"Zakirs Clinic, 72-C, Dha Phase 5, Lahore",-,3064333391
Esthetique Dental & Cosmetic Solutions Hospital,Lahore,Dha Phase 6,"Esthetique Dental & Cosmetic Solutions Hospital, 340 Main Blvd, Sector B, Dha Phase 6, Lahore",13,042-32591427
Eclinic Advanced Urgent Care,Lahore,Dha Phase 6,"Eclinic Advanced Urgent Care, Office# 24, Defence Raya Fairways Commercial Centre, Defence Housing Authority, Sector M, Dha Phase 6, Lahore",-,042-32591427
Md Health Center,Lahore,Dha Phase 6,"Md Health Center, Fairway Commercial, Cp-109, Defence Raya Golf Resort Sector M, Dha Phase 6, Lahore",4,042-32591427
Pakistan Kidney And Liver Institute (Pkli) Hospital,Lahore,Dha Phase 6,"Pakistan Kidney And Liver Institute (Pkli) Hospital, One Pkli Avenue, Dha Phase 6, Lahore",4,4238102920
Health Republic Hospital,Lahore,Dha Phase 6,"Health Republic Hospital, 102 A Commercial, Dha Phase 6 Lahore, Dha Phase 6, Lahore",3,3211102202
Western Medical Center,Lahore,Dha Phase 6,"Western Medical Center, Cca, 8, Sector C Dha, Dha Phase 6, Lahore",-,(042) 38921656
Skinfudge Clinic (Main Branch),Lahore,Dha Phase 6,"Skinfudge Clinic (Main Branch), 217 Main Blvd, Sector-J, Dha Phase 6, Next To Kfc, Dha Phase 6, Lahore",2,3431414343
Dr Rubab Ali Hospital,Lahore,Dha Phase 6,"Dr Rubab Ali Hospital, 290 Mb Sector H, Dha Phase 6, Lahore",1,042-32591432
Arif Medical Eme Clinic,Lahore,Dha Phase 6,"Arif Medical Eme Clinic, 365 J Dha, Sector 12 Dha Eme Sector, Dha Phase 6, Lahore",1,3334215267
Doctor Office Hospital,Lahore,Dha Phase 6,"Doctor Office Hospital, Second Floor , Plaza Number 16, L Block, Dha Phase 6, Lahore",-,3227135374
Dr. Sobia Khakwani Skin & Aesthetics Hospital,Lahore,Dha Phase 6,"Dr. Sobia Khakwani Skin & Aesthetics Hospital, 290 Main Boulevard, Dha Phase 6, Lahore",-,3222999092
Hub Of Dental Experts Hospital,Lahore,Dha Phase 6,"Hub Of Dental Experts Hospital, Plaza 45 Street 18 Sector D Phase 6 Dha Lahore, Dha Phase 6, Lahore",2,3164445159
Al Shafi Medical Centre,Lahore,Dha Phase 6,"Al Shafi Medical Centre, Plaza Number 16,L Block, Defence Housing Authority, Dha Phase 6, Lahore, Dha Phase 6, Lahore",-,3349806810
Al Shafi Medical Centre(Dha 6),Lahore,Dha Phase 6,"Al Shafi Medical Centre(Dha 6), Plaza Number 16,L Block, Defence Housing Authority, Dha Phase 6, Lahore, Dha Phase 6, Lahore",-,3349806810
Chughtai Medical Center (Askari 11),Lahore,Dha Phase 6,"Chughtai Medical Center (Askari 11), Shop No.1, Bedian Rd, Beside Bread & Beyond, Sector A, Dha Phase 6, Lahore",2,3458377163
Chughtai Medical Centre / Lab,Lahore,Dha Phase 6,"Chughtai Medical Centre / Lab, 38 Main Boulevard, Dha Phase 6, Dha Phase 6, Lahore",1,3111456789
Executive Private Clinic,Lahore,Dha Phase 6,"Executive Private Clinic, Pkli Dha Phase 6, Dha Phase 6, Lahore",-,3201684939
Health Lounge Hospital,Lahore,Dha Phase 6,"Health Lounge Hospital, 26 Street 13, Sector J, Dha Phase 6, Lahore",1,3093988883
La Vita Clinic,Lahore,Dha Phase 6,"La Vita Clinic, Cca, 13, Sector C, Dha Phase 6, Lahore",-,3091110039
Optica (Dha Phase 6) Hospital,Lahore,Dha Phase 6,"Optica (Dha Phase 6) Hospital, Fchx+Cx6, Shabbir Sharif Rd, Sector H, Dha Phase 6, Lahore",1,4235894646
Teeth And Gums (Dha Branch) Hospital,Lahore,Dha Phase 6,"Teeth And Gums (Dha Branch) Hospital, Fairway Commercial, Cp-109, Defence Raya Golf Resort, Sector M, Dha Phase 6, Lahore",1,3215164933
Sharif Hospital,Lahore,Dha Phase 7,"Sharif Hospital, Main Burki Road, Near Lse Bhangali Village, Dha Phase 7, Lahore",-,0322 6560622
Dr. Man Pharmacy & Polyclinic,Lahore,Dha Phase 8,"Dr. Man Pharmacy & Polyclinic, Ground Floor 29 Cca Ex Park View, Dha Phase 8, Lahore",5,042-32591427
Samra Amin Medical Center,Lahore,Dha Phase 8,"Samra Amin Medical Center, 39 C Ca, Ex Park View Society, Dha Phase 8, Lahore",1,3349983433
Dr Huma Aslam Clinic,Lahore,Dha Phase 8,"Dr Huma Aslam Clinic, N-2, Street No 1, Sector N, Opposite Urban Developers Office, Ex Air Avenue, Dha Phase 8, Lahore",2,3314946155
Broadway Plastic Surgery Hospital,Lahore,Dha Phase 8,"Broadway Plastic Surgery Hospital, 240-C, Broadway, Dha Phase 8, Lahore",2,0311 1444068
Prof Dr Muhammad Nauman Ahmad Hospital,Lahore,Dha Phase 8,"Prof Dr Muhammad Nauman Ahmad Hospital, N-2, Street No 1, Sector N, Opposite Urban Developers Office, Ex Air Avenue, Dha Phase 8, Lahore",-,3314946155
Zafar Hospital,Lahore,Dha Phase 8,"Zafar Hospital, Main Barki Road, Near Paragon City Opposite, Dha Phase 8, Lahore",9,03234135779 / 03074342050
Dr Man Polyclinic & Healthcare,Lahore,Dha Phase 8,"Dr Man Polyclinic & Healthcare, 29 Cca, D Block, Ex Park View, Dha Phase 8, Lahore",1,3004740036
Child Care Clinic By Dr. Asif Manzoor Basra,Lahore,Dha Phase 8,"Child Care Clinic By Dr. Asif Manzoor Basra, 44 L, Ex Air Avenue, Dha Phase 8, Lahore",-,3367841825
Multazam Health Care Hospital,Lahore,Dha Phase 8,"Multazam Health Care Hospital, L-3, Ex Air Avenue, Dha Phase 8, Lahore",2,3054214211
Dr Naeem Lodhi Clinic,Lahore,Dharampura,"Dr Naeem Lodhi Clinic, 139- Allama Iqbal Road ,Near New Rahat Bakery, Dharampura, Lahore",1,3334331728
Baloch Hospital,Lahore,Dharampura,"Baloch Hospital, 172 Allama Iqbal Town, Dharampura, Lahore",15,4236824301
Qasim Shams Clinic,Lahore,Dharampura,"Qasim Shams Clinic, Iqbal Rd, Mustafabad, Mughalpura, Dharampura, Lahore",-,3233661169
Al-Wahab Medical Center,Lahore,Dharampura,"Al-Wahab Medical Center, 254 Allama Iqbal Road, Dharampura, Lahore",-,3434733215
Atif Raza Dental Clinic,Lahore,Dharampura,"Atif Raza Dental Clinic, Zahuruddin Road, Dharampura, Lahore",-,4232591427
City Care Medical Centre,Lahore,Dharampura,"City Care Medical Centre, 2, 3, 32, 2-S-9 Allama Iqbal Rd, Dharampura, Lahore,, Dharampura, Lahore",-,3315582489
Dental Care Clinic,Lahore,Dharampura,"Dental Care Clinic, 239 Allama Iqbal Rd, Dharampura, Lahore",-,3018450458
Hamza Family Homeopathic Clinic,Lahore,Dharampura,"Hamza Family Homeopathic Clinic, 139, Allama Iqbal Road, Near New Rahat Bakers Dharampura, Dharampura, Lahore",-,3214677929
Iqbal Specialist Clinic,Lahore,Dharampura,"Iqbal Specialist Clinic, 198 Allama Iqbal Road, Dharampura, Lahore",1,3214212012
Shama Medical Center,Lahore,Dharampura,"Shama Medical Center, Near Saddar Chowk, Dharampura, Lahore",1,3234967283
Shah Medical Care Hospital,Lahore,E11 3,"Shah Medical Care Hospital, Lower Ground Usmania Tower E 11 3 Markaz, E11/3, Lahore",1,3325378572
Ent Healthcare.Org Hospital,Lahore,Eden Value Homes,"Ent Healthcare.Org Hospital, House 10 Street Number 7 Block A, Eden Value Homes, Lahore",-,0300 4494379
Early Morning Clinic,Lahore,Eden Value Homes,"Early Morning Clinic, Block A Street 7 House 10, Eden Value Homes, Lahore",-,3004494379
Dentista Hospital,Lahore,Eden Value Homes,"Dentista Hospital, House No 7, Street 3, Multan Rd, Eden Value Homes, Lahore",1,3054668886
Dental And Maxillofacial Hospital,Lahore,Eme Society,"Dental And Maxillofacial Hospital, Eme Society, Eme Society, Lahore",1,3217344153
Dr. Muhammad Saad Ur Rehman Clinic,Lahore,Eme Society,"Dr. Muhammad Saad Ur Rehman Clinic, House No 154/7, Street No 4, Block C, Canal City Society, Eme Society, Lahore",1,3096214491
Mams Clinic,Lahore,Eme Society,"Mams Clinic, Eme Pociety Dha Phase 12, Eme Society, Lahore",-,3111222398
Physiotherapy & Rehabilitation Clinic,Lahore,Eme Society,"Physiotherapy & Rehabilitation Clinic, 2A-2 Rajput Town Canal Road Near Dha Eme Society, Eme Society, Lahore",-,3064005044
Physiotherapy & Rehabilitation Clinic Lahore,Lahore,Eme Society,"Physiotherapy & Rehabilitation Clinic Lahore, 2A-2 Rajput Town Canal Road Near  Dha, Eme Society, Lahore",1,3064005044
Autism Resource Center,Lahore,Engineers Town,"Autism Resource Center, 74 Defence Rd, Block C2 Block C 2 Engineers Town, Engineers Town, Lahore",1,3217097650
"Dentem, The Dental Clinic",Lahore,Engineers Town,"Dentem, The Dental Clinic, 171-C3, Engineers Town, Lahore",2,3000336836
Specialist Doctors Clinic,Lahore,Engineers Town,"Specialist Doctors Clinic, 17 D1 Engineers Town Sector A, Engineers Town, Lahore",1,3111222398
Haji Muneer Lions Hospital,Lahore,Fb Area,"Haji Muneer Lions Hospital, Dt-76, Block-18, Near Hasni Technical Institute Samanbad, F.B Area, Karachi, F.B Area, Lahore",1,042-32591432
"Lahore Specialists Clinic, Faisal Town",Lahore,Faisal Town,"Lahore Specialists Clinic, Faisal Town, 26 A Hbfc Villas, Block A, Faisal Town, Lahore",1,042 35407255
Javaid Poly Clinic,Lahore,Faisal Town,"Javaid Poly Clinic, 37-B B Block, Faisal Town, Lahore",5,0301 6518252
Dr Tariq Rafiq Hospital,Lahore,Faisal Town,"Dr Tariq Rafiq Hospital, 3-A Usmani Rd, Block A, Faisal Town, Lahore",1,042-35177666
Ahmed Health Care Clinic,Lahore,Faisal Town,"Ahmed Health Care Clinic, Opp. Jinnah Hospital, Faisal Town, Lahore",17,4235201136
Lahore Laser Hospital,Lahore,Faisal Town,"Lahore Laser Hospital, M-1 Model Town Ext. Main Boulevard, Faisal Town, Lahore",6,4235169955
Khalid Saeed Khan Hospital,Lahore,Faisal Town,"Khalid Saeed Khan Hospital, 524 A Main Maulana Shoukat Ali Rd, Faisal Town, Lahore",-,4235219376
Khair-Un-Nisa Hospital,Lahore,Faisal Town,"Khair-Un-Nisa Hospital, 17-Civic Centre, C Block, Faisal Town, Lahore",14,42351660020
Eye & Retina Hospital,Lahore,Faisal Town,"Eye & Retina Hospital, Block D, Faisal Town, Lahore",1,4235165661
Dental And Medical Curatives Hospital,Lahore,Faisal Town,"Dental And Medical Curatives Hospital, B-6, Main Road, Faisal Town, Lahore, Block B Faisal Town, Lahore, Punjab 54000, Faisal Town, Lahore",2,0333 4523110
Remedy Medical Centre,Lahore,Faisal Town,"Remedy Medical Centre, 16-C 1, Main Road, Between Sharyar Traders And The Arqam School, Opposite Nespak Residence, Faisal Town, Lahore",17,3214736341
Eye And Retina Hospital,Lahore,Faisal Town,"Eye And Retina Hospital, 61-D, Block D, Faisal Town, Lahore",-,9.24235E+11
Heprad Clinic,Lahore,Faisal Town,"Heprad Clinic, 98, 142 M Block, Block A, Faisal Town, Lahore",1,042 35236710
Insync Physio Clinic,Lahore,Faisal Town,"Insync Physio Clinic, 645 B Block, Faisal Town, Lahore",2,4238930840
Drifty Nephrology And Medical Care Centre,Lahore,Faisal Town,"Drifty Nephrology And Medical Care Centre, 145 B Faisal Town, Faisal Town, Lahore",1,3332327901
Bokhari Labs Allergy Center,Lahore,Faisal Town,"Bokhari Labs Allergy Center, 538 A Maulana Shaukat Ali Road, Faisal Town, Lahore",1,3219458322
Dentistree (Dr. Wajiha Shoukat) Hospital,Lahore,Faisal Town,"Dentistree (Dr. Wajiha Shoukat) Hospital, Lifeline Imaging Center Opp. Jinnah Hospital Gate # 2, Faisal Town, Lahore",1,3211807707
Eshifa Home Health (Faisal Town) Hospital,Lahore,Faisal Town,"Eshifa Home Health (Faisal Town) Hospital, 527 A-Block, Faisal Town, Lahore",2,4235219326
Skincare Laser Clinic,Lahore,Faisal Town,"Skincare Laser Clinic, 5 A Faisal Town Opposite Jinnah Hospital, Faisal Town, Lahore",1,0300 8431124
Idc Jinnah Hospital,Lahore,Faisal Town,"Idc Jinnah Hospital, 149-A (Hbfc) Opposite Main Gate Allama Iqbal Medical Collage, Faisal Town, Lahore",2,9.23216E+11
Cleansing Conversations Hospital,Lahore,Faisal Town,"Cleansing Conversations Hospital, 13-C, Civic Centre, Faisal Town, Lahore",-,042-32591427
Rehman Dental Surgery Hospital,Lahore,Faisal Town,"Rehman Dental Surgery Hospital, 597, Block B, Faisal Town, Lahore",1,3008880048
Clinlab Hospital,Lahore,Faisal Town,"Clinlab Hospital, 517A Ln, Block A, Faisal Town, Lahore",1,3220000704
Saeed Polyclinic,Lahore,Faisal Town,"Saeed Polyclinic, Near Civic Center, Faisal Town, Lahore",-,4235166563
Ahmad Health Care Hospital,Lahore,Faisal Town,"Ahmad Health Care Hospital, 146-A, G.O.R - V Block A, Faisal Town, Lahore",4,4235201111
Al E Imran Hospital,Lahore,Faisal Town,"Al E Imran Hospital, 852, Block B, Faisal Town, Lahore",3,4235165990
Clapp Hospital,Lahore,Faisal Town,"Clapp Hospital, 932 Faisal Town Rd, Block C, Faisal Town, Lahore",1,(042) 35174819
Innova Labs And Diagnostics Hospital,Lahore,Faisal Town,"Innova Labs And Diagnostics Hospital, 882, Block C Faisal Town, Lahore, Punjab, Faisal Town, Lahore",1,3334707689
M H Memorial Hospital (Faisal Town Lhr),Lahore,Faisal Town,"M H Memorial Hospital (Faisal Town Lhr), 127, Block C1, Faisal Town, Lahore",1,3204029190
Restore International Hospital,Lahore,Faisal Town,"Restore International Hospital, Opposite Faisal Hospital, Faisal Town, Lahore",-,4.23516E+11
Sen Learning Institute Hospital,Lahore,Faisal Town,"Sen Learning Institute Hospital, 132 A, Faisal Town,, Faisal Town, Lahore",1,3094296112
Al-Nasar Lab And Diagnostic Centre,Lahore,Faisal Town,"Al-Nasar Lab And Diagnostic Centre, Molana Shaukat Ali Road, Faisal Town, Lahore",1,4235170077
Arif Tajamal Clinic,Lahore,Faisal Town,"Arif Tajamal Clinic, 934 B, Main Boulevard, Faisal Town, Lahore",1,3005163933
Body Art Clinic,Lahore,Faisal Town,"Body Art Clinic, House No 570 3Rd Block A, Faisal Town, Lahore",-,3121734092
Clinlab Head Office Hospital,Lahore,Faisal Town,"Clinlab Head Office Hospital, 517, Block A Faisal Town, Faisal Town, Lahore",1,3220000704
Dental Arts Hospital,Lahore,Faisal Town,"Dental Arts Hospital, F8M4+2Hm, Block B, Faisal Town, Lahore",1,3004542010
Dentistree Hospital,Lahore,Faisal Town,"Dentistree Hospital, Lifeline Opp. Jinnah Hospital, Faisal Town, Lahore",-,3008852637
Diabetic And Liver Center,Lahore,Faisal Town,"Diabetic And Liver Center, 563 A, Faisal Town, Lahore",2,4235162322
Dr Azam Bukhari Hospital,Lahore,Faisal Town,"Dr Azam Bukhari Hospital, Ghaus-E-Azam Rd, Block B, Faisal Town, Lahore",1,3009653896
"E.E.G. Centre, Prof. Dr. Malik M Nazir Khan",Lahore,Faisal Town,"E.E.G. Centre, Prof. Dr. Malik M Nazir Khan, 604-A, Block A, Faisal Town, Lahore",-,0333 4264852
First Medical Center,Lahore,Faisal Town,"First Medical Center, 612-B Maulana Shaukat Ali Road, Faisal Town, Lahore",1,(042) 35163933
Hope Rehabilitation Center,Lahore,Faisal Town,"Hope Rehabilitation Center, 866, Block B, Faisal Town, Lahore",-,nill
Husnanin Cardiology Associates Hospital,Lahore,Faisal Town,"Husnanin Cardiology Associates Hospital, 231-A, Gor - V, Block A, Opp. Jinnah Hospital, Faisal Town, Lahore",-,nill
Javaid Poly Clinic,Lahore,Faisal Town,"Javaid Poly Clinic, Faisal Town Lahore. Javaid Poly Clinic, 37-B B Block, Faisal Town, Faisal Town, Lahore",-,3170429807
Lahore Nephrology Consultants Hospital,Lahore,Faisal Town,"Lahore Nephrology Consultants Hospital, 451-C Block, Faisal Town, Lahore",-,3314276618
Lifeline Healthcare Imaging Center,Lahore,Faisal Town,"Lifeline Healthcare Imaging Center, Jinnah Hospital, 150-Hbfc Faisal Town, Opposite Of Emergency Gate, Block A, Faisal Town, Lahore",1,3243000039
Madina Medical Complex Hospital,Lahore,Faisal Town,"Madina Medical Complex Hospital, Near Shalimar Garden, Faisal Town, Lahore",2,3004629062
Mid-East Medical Center,Lahore,Faisal Town,"Mid-East Medical Center, 148D, Faisal Town, Lahore",1,042-32591432
Minute Clinic By Noor Care (Faisal Town),Lahore,Faisal Town,"Minute Clinic By Noor Care (Faisal Town), Bahar Shah Rd, Faisal Town, Lahore",1,3111444648
Nehal Medical Clinic,Lahore,Faisal Town,"Nehal Medical Clinic, Opposite Jinnah Hospital, Faisal Town, Lahore",2,3009403557
Obyg Dignostics Hospital,Lahore,Faisal Town,"Obyg Dignostics Hospital, 134-A Gor 5, Faisal Town, Lahore",2,04235169602-3
Shahnaz Jabeen Hospital,Lahore,Faisal Town,"Shahnaz Jabeen Hospital, 536 D Block, Faisal Town, Lahore",-,3334243887
Skinfudge Clinic (Faisal Town),Lahore,Faisal Town,"Skinfudge Clinic (Faisal Town), 570-A, Faisal Town, Faisal Town, Lahore",-,3120588944
Sono Care Clinic,Lahore,Faisal Town,"Sono Care Clinic, 744-C, Faisal Town, Lahore",2,4235166744
Rehmat Bibi Welfare Gynae And Medical Center,Lahore,Farooq Colony,"Rehmat Bibi Welfare Gynae And Medical Center, Asad Ali Rd, Farooq Colony, Walton, Farooq Colony, Lahore",1,3214800222
Rabia Welfare Hospital,Lahore,Farooq Gunj Mohalla,"Rabia Welfare Hospital, Chowk Mahboob Road, Farooq Gunj Mohalla, Lahore",2,(042) 37607861
Chowhan Medical Center,Lahore,Fateh Garh,"Chowhan Medical Center, Mian Rasheed Road, Canal Bank Society, Fatehgarh, Fateh Garh, Lahore",2,3446110256
Dr. Ali Haider Physiotherapist Hospital,Lahore,Fateh Garh,"Dr. Ali Haider Physiotherapist Hospital, Chowhan Medical Center, Mian Rasheed Rd, Fateh Garh Fatehgarh, Fateh Garh, Lahore",1,3414484881
Fazal Din Welfare Hospital,Lahore,Fateh Garh,"Fazal Din Welfare Hospital, Saeed Block, Canal Bank, Fateh Garh, Lahore",1,4236520011
Mukhtaran Rafiq Welfare Hospital,Lahore,Fateh Garh,"Mukhtaran Rafiq Welfare Hospital, 146,Saeed Block Canal Bank Housing Scheme, Fatehgarh, Fateh Garh, Lahore",2,4236531518
Ibrahim Kidney Care And Infertility Center,Lahore,Fazlia Colony,"Ibrahim Kidney Care And Infertility Center, Shop No 6, Block No 9, Near Nishtar Lab And Shaukat Khanum, Fazlia Colony, Lahore",-,3378656565
The Eyes Clinic,Lahore,Fazlia Colony,"The Eyes Clinic, 162-A Shah Jamal Rd, Fazlia Colony, Lahore, Punjab 54000, Fazlia Colony, Lahore",1,042-32591432
Lahore Care Hospital,Lahore,Ferozepur Road,"Lahore Care Hospital, Ghazi Rd, Stop Nishter Town, Ferozepur Road, Lahore",42,0
Gulberg Chest Clinic,Lahore,Ferozepur Road,"Gulberg Chest Clinic, Naseer A Abad Stop Gopal Nagar, Ferozepur Road, Lahore",-,3023274597
Medix Hospital,Lahore,Ferozepur Road,"Medix Hospital, Opp Pak Arab Society, Ferozepur Road, Lahore",10,042 38347754
Ghulab Devi Pgmi Hospital,Lahore,Ferozepur Road,"Ghulab Devi Pgmi Hospital, Near The Children Complex Hospital, Ferozepur Road, Lahore",-,3341166707
Gulab Devi Hospital,Lahore,Ferozepur Road,"Gulab Devi Hospital, Nishter Town, Ferozepur Road, Lahore",9,(042) 99230247
Shama Homeo Clinic,Lahore,Ferozepur Road,"Shama Homeo Clinic, Shama Plaza, Shama Metrobus Station, Ferozepur Road, Lahore",1,3037578803
Lahore General Hospital,Lahore,Ferozepur Road,"Lahore General Hospital, Camp Jail, Near Ismail Nagar, Ferozepur Road, Lahore",11,111
Psrd Hospital,Lahore,Ferozepur Road,"Psrd Hospital, Plot 111, Ferozpur Rd, Shah Jamal, Ichra, Lahore., Ferozepur Road, Lahore",4,+9242 37427130
Punjab Institute Of Neurosciences (Pins) Hospital,Lahore,Ferozepur Road,"Punjab Institute Of Neurosciences (Pins) Hospital, F942+58C, Ismail Nagar,, Ferozepur Road, Lahore",2,3105740591
